Date,Open,High,Low,Close,Volume,OpenInt,SMA5,SMA10,Ret1,Ret5,Target
2005-02-25,0.033490400716538804,0.03301114662093693,0.03559883308365529,0.033436435535022124,0.000659958263620258,1,0.033428136676147004,0.03292745532133347,0.26302272446938246,0.20925055322146227,0
2005-02-28,0.03372405467502629,0.03273832722737548,0.034100764803279976,0.031126424180729032,0.0008086482206690297,1,0.03225305322530533,0.031744312895049254,0.24618570575825408,0.20925055322146227,1
2005-03-01,0.032594727209003464,0.034141398394263,0.03496806749191832,0.034023726557300044,0.001274887391982844,1,0.03284391439550256,0.03233922631843511,0.28496765814637814,0.20925055322146227,0
2005-03-02,0.03469761283539079,0.033400888611739024,0.036071907277458015,0.033436435535022124,0.00047116423298262206,1,0.03298996996566367,0.032486283569159696,0.25878276508037,0.20925055322146227,1
2005-03-03,0.035320690058024067,0.03531062436666926,0.03725459276196484,0.035041697662581736,0.0014507824515831258,1,0.033404236673757005,0.03290339140757853,0.2747230256076241,0.20925055322146227,0
2005-03-04,0.03337357373729507,0.03207576584301193,0.03165654813529922,0.031008965976273447,0.008720408001489714,1,0.032910303291030334,0.03249296798964717,0.23437967793688425,0.19570684943951216,0
2005-03-07,0.029790879707153703,0.030477823680723364,0.03212962232910195,0.03061743862808818,0.0018802009237539473,1,0.032806736614006994,0.03214251337266064,0.26005127366670355,0.20629949023208882,1
2005-03-08,0.03130963043732232,0.032192688440252554,0.03366711345896081,0.03265338083865159,0.0017730222007708422,1,0.032527903252790334,0.03214036480893252,0.2785777619063667,0.20167749917229608,0
2005-03-09,0.032594727209003464,0.031296281861407746,0.03335173066309233,0.03077404956736229,0.0013785482137739433,1,0.03198616986528366,0.031924792248211244,0.24914749167271785,0.19439616842835572,1
2005-03-10,0.033139919778807585,0.033829604801621324,0.035165181739336124,0.034023726557300044,0.005703690465971811,1,0.031779036511236994,0.03208521833991081,0.28778461599799926,0.20371593197364618,1
2005-03-11,0.03461972818256162,0.034258320991503624,0.036781518568162114,0.034219490231392674,0.0012701968570601697,1,0.03243230324323033,0.03216543138576058,0.2644360442657199,0.2279021050247123,0
2005-03-14,0.03489232446746368,0.03367370800530049,0.036702672869194986,0.03418033749657415,0.0007066290861008662,1,0.03315726998239366,0.03247826226457471,0.26274095219452903,0.2300878646976676,1
2005-03-15,0.03497020912029284,0.03402447579702238,0.03701805566506347,0.034219490231392674,0.0005016527099800043,1,0.03347593668092701,0.03249831552603716,0.263304674630773,0.21810153825904524,1
2005-03-16,0.03489232446746368,0.03453114038506509,0.03729401561144839,0.03480678125367058,0.0008956576434846359,1,0.03429650342965035,0.032638688356274266,0.2672493085921835,0.2327726224258004,1
2005-03-17,0.0356322286693407,0.035700366357471355,0.0378065126547347,0.03590305782858934,0.001147070315339972,1,0.03467890346789035,0.032726922706709016,0.27083838294312873,0.21963645591746153,1
2005-03-18,0.0366057868297052,0.03581728895471199,0.038949775289757946,0.03637289064641165,0.0006618344775893277,1,0.03511707017837369,0.03327638207078,0.26631468311048295,0.2211135256752259,0
2005-03-21,0.03703415242026558,0.03605113414919324,0.038910352440274396,0.035942210563407864,0.0007307853409526383,1,0.03547557021422368,0.033821830782558474,0.2600271759254379,0.2189627491611396,1
2005-03-22,0.03664472915611979,0.03683061813079741,0.03906804383820864,0.03676441799459694,0.0011437869408941004,1,0.03599340359934036,0.034242949273269804,0.2687801156102637,0.22327042975772837,1
2005-03-23,0.03691732544102185,0.03741523111700054,0.03910746668769219,0.03797815277397126,0.0009146543099214664,1,0.03663870366387037,0.03498090929508775,0.27141356127236543,0.2265576863859673,0
2005-03-24,0.038903384088165426,0.03776599890872244,0.04005361507529766,0.03707763987314515,0.0013156950458101092,1,0.036877703687770366,0.03529374017390188,0.25691207112031594,0.21555035599314482,0
2005-03-28,0.03777405662214261,0.03686959232987763,0.039580540881494916,0.03707763987314515,0.0003058228769583569,1,0.03702110370211037,0.03558651779125356,0.26302272446938246,0.2130027772137669,0
2005-03-29,0.03773511429572802,0.036752669732636994,0.037412284159899084,0.034650170314396475,0.0016114332726847166,1,0.03675820367582036,0.035634645618763436,0.24632202395681085,0.20232502418307724,0
2005-03-30,0.03282838116749095,0.03153012705588901,0.0311834739414965,0.028150816334520972,0.006278515520745532,1,0.03500553683388702,0.03501299451342765,0.21657090539878177,0.16366798027790985,0
2005-03-31,0.029284629463764165,0.028100397536830617,0.029961365607506115,0.027602678047061593,0.0028837408704600895,1,0.03289436995610367,0.03427503449160971,0.2586503281204335,0.15535682108266963,1
2005-04-01,0.028856263873203787,0.02911372671291604,0.030552708349759528,0.028150816334520972,0.0012038257879043298,1,0.031077969774463643,0.03348092533769692,0.2674383507257363,0.16223837002877556,0
2005-04-04,0.028856263873203787,0.02837321693039208,0.030749822597177328,0.028150816334520972,0.0007282055467451675,1,0.029261569592823625,0.032638688356274266,0.26302272446938246,0.16223837002877556,0
2005-04-05,0.02912886015810584,0.028490139527632703,0.03110462824252937,0.028150816334520972,0.00044841513860765223,1,0.027939102793910292,0.03184056855006898,0.26302272446938246,0.17369271906436778,0
2005-04-06,0.028856263873203787,0.027554758749707694,0.030158479854923915,0.0271719979640578,0.0007718275215260374,1,0.027739936107326946,0.03085795873840922,0.25521487384625935,0.2032738172585839,0
2005-04-07,0.027649051754351804,0.026619377971782678,0.02964598281163763,0.027054539759602213,0.0007270329130144988,1,0.027628402762840273,0.029738986748804826,0.26206911082744083,0.20587048954980053,0
2005-04-08,0.02788270571283929,0.02677527476810351,0.02952771426318695,0.026545554206961367,0.00042449341050201385,1,0.02730176939684361,0.028660121282125334,0.2588815563357489,0.1994487062423417,0
2005-04-11,0.02725962849020601,0.026853223166263925,0.02866041157454861,0.02627148506323167,0.0009589798649407374,1,0.02691936935860361,0.0275531812493984,0.2607719948873101,0.19777522017273577,1
2005-04-12,0.0270649168581331,0.02619066178190038,0.028975794370417095,0.026310637798050197,0.0004894573191810514,1,0.026544935987826937,0.026698912311098277,0.2633458858699922,0.1980142896112509,1
2005-04-13,0.02714280151096226,0.026736300569023302,0.029133485768351338,0.02725030343369485,0.0011822493272600288,1,0.02656086932275361,0.026606667308371044,0.27077299007706385,0.20973719990769232,0
2005-04-14,0.0278437633864247,0.026541429573622256,0.029212331467318466,0.02638894326768725,0.0005199457961784336,1,0.02642543597587694,0.026482337087303888,0.2560394982972871,0.20510520511140312,0
2005-04-15,0.027181743837376843,0.026346558578221217,0.028502720176614368,0.025605888571316713,0.0006057825852633712,1,0.026234235956756932,0.026221644688292106,0.2565734962290555,0.20334352433028918,1
2005-04-18,0.026675493593987305,0.026112713383739963,0.02814791453126232,0.02638894326768725,0.0009751622104239634,1,0.02625813595914693,0.026041165335130116,0.2695664468963809,0.20999267181135362,0
2005-04-19,0.02733751314303516,0.026346558578221217,0.02866041157454861,0.02611487412395756,0.00028940600472899733,1,0.026218302621830267,0.025832611415920685,0.260765494585268,0.20801458323926184,0
2005-04-20,0.02690914755247479,0.025606048795697247,0.027832531735393833,0.025136055753494386,0.00036375098325338315,1,0.025788102578810257,0.02562405749671126,0.2549202379736886,0.19612976996478937,1
